event_name;Correctness;Task2;user_id;Group;DeviceOrder;VariantOrder;variant;device;TaskType
hide layer;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
show layer;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
show layer;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
movestart;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
zoom in;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
moveend;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
movestart;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
moveend;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
movestart;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
moveend;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
movestart;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
zoom in;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
moveend;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
movestart;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
moveend;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
answer button clicked;;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
polygon selected;Correct;Point2;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
setting task;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
question dialog closed;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
legend opened;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
question dialog closed;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
question dialog closed;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupclose;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
answer button clicked;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupclose;;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
polygon selected;Incorrect;Choropleth3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
setting task;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
question dialog closed;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
legend opened;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
movestart;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
moveend;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
movestart;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
zoom in;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
moveend;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
movestart;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
moveend;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
answer button clicked;;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
answer selected;Correct;Point3;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
setting task;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
question dialog closed;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
legend opened;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
show layer;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
show layer;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
show layer;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
show layer;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
legend closed;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
zoom in;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
movestart;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen:name;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupopen;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
moveend;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
answer button clicked;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
popupclose;;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
polygon selected;Correct;Choropleth4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
setting task;;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
question dialog closed;;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
legend opened;;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
hide layer;;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
movestart;;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
zoom in;;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
moveend;;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
movestart;;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
moveend;;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
answer button clicked;;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
answer selected;Correct;Point4;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Point
setting task;;Choropleth5;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
question dialog closed;;Choropleth5;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
legend opened;;Choropleth5;P07;03-Advanced;Desktop-Smartphone;A-B;variant-b;smartphone;Choropleth
